שם יישוב,שם יישוב,סמל,תעתיק,מחוז,נפה,אזור טבעי,מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,סך הכל אוכלוסייה 2013,יהודים ואחרים,יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,קואורדינטות,גובה ממוצע,ועדת תכנון,מרחב משטרה,תעתיק פרסומים,שנת עיבוד,שדה לקישור
אילון,אילון,294,ELON                                              ,2,24,244,4,,1,921,0.9,0.9,,1938                ,330,15,2207077423,293,201,1350,Elon,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=294
אילון תבור*,,1716,,2,23,234,9,,,,,,,,520,,2343372676,,254,1420,,,http://gis/Yeshuvim_allyears/start.aspx?stl=1716
אילות,אילות,1126,ELOT                                              ,6,62,625,53,,1,348,0.3,0.3,,1962                ,330,15,1960738816,73,608,3460,Elot,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1126
אילנייה,אילנייה,49,ILANIYYA                                          ,2,22,222,3,,1,488,0.5,0.5,,1902                ,310,10,2384773998,239,206,1240,Ilaniyya,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=49
אילת,אילת,2600,ELAT                                              ,6,62,625,0,,1,48140,46.3,40.4,,1951                ,160,,1942338515,164,602,3460,Elat,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=2600
אירוס,אירוס,1336,IRUS                                              ,4,44,442,27,143,,,,,,,510,,1789664843,46,456,5210,Irus,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1336
איתמר,איתמר,3762,ITAMAR                                            ,7,72,,72,,1,1026,1.0,1.0,,1984                ,370,11,2291867563,613,710,4164,Itamar,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=3762
איתן,איתן,37,ETAN                                              ,6,61,612,34,,1,417,0.4,0.4,,1955                ,310,2,1761460898,156,631,3820,Etan,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=37
איתנים,איתנים,886,ETANIM                                            ,1,11,111,26,444,1,175,0.2,0.2,,1952                ,340,,2091163181,765,151,7004,Etanim,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=886
אכסאל,אכסאל,478,IKSAL                                             ,2,23,237,99,,2,13095,,,13.1,,270,,2307473196,125,257,1420,Iksal,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=478
אל -עזי,אל -עזי,1339,AL-AZY                                            ,6,61,611,35,,2,183,,,0.2,,450,,1809262552,93,632,3830,Al-Azy,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1339
אל -עריאן,אל -עריאן,1316,AL-ARYAN                                          ,3,32,323,14,,2,169,,,0.2,,450,,2120271154,367,351,1450,Al-Aryan,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1316
אל -רום,אל -רום,4003,EL-ROM                                            ,2,29,292,71,,1,318,0.3,0.3,,1971                ,330,15,2723278733,1049,219,1270,El-Rom,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=4003
אל סייד,אל סייד,1359,AL SAYYID                                         ,6,62,623,69,342,2,3282,,,3.3,,290,,1917857711,376,624,3481,Al Sayyid,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1359
אלומה,אלומה,1145,ALUMMA                                            ,6,61,611,34,,1,490,0.5,0.5,,1965                ,350,,1757661777,84,631,3820,Alumma,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1145
אלומות,אלומות,330,ALUMMOT                                           ,2,22,221,6,,1,253,0.3,0.3,,1941                ,330,15,2515173475,30,214,1240,Alummot,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=330
אלון הגליל,אלון הגליל,1182,ALLON HAGALIL                                     ,2,23,237,9,242,1,928,0.9,0.9,,1980                ,310,1,2209474026,203,254,1410,Allon HaGalil,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1182
אלון מורה,אלון מורה,3579,ELON MORE                                         ,7,72,,72,,1,1653,1.7,1.7,,1979                ,370,11,2317568212,661,710,4164,Elon More,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=3579
אלון שבות,אלון שבות,3604,ALLON SHEVUT                                      ,7,76,,76,445,1,3112,3.1,3.1,,1970                ,190,,2119961807,953,714,4352,Allon Shevut,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=3604
אלוני אבא,אלוני אבא,429,ALLONE ABBA                                       ,2,23,237,9,242,1,976,1.0,1.0,,1948                ,320,6,2163073721,152,254,1440,Allone Abba,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=429
אלוני הבשן,אלוני הבשן,4017,ALLONE HABASHAN                                   ,2,29,292,71,,1,365,0.4,0.4,,1981                ,320,2,2786977222,958,219,1270,Allone HaBashan,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=4017
אלוני יצחק,אלוני יצחק,868,ALLONE YIZHAQ                                     ,3,32,324,14,,1,286,0.3,0.2,,1949                ,340,,2006271295,71,351,1181,Allone Yizhaq,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=868
אלונים,אלונים,285,ALLONIM                                           ,2,23,235,9,242,1,477,0.5,0.5,,1938                ,330,15,2139173611,105,254,1440,Allonim,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=285
אלי-עד,אלי-עד,4002,ELI-AD                                            ,2,29,294,71,,1,302,0.3,0.3,,1968                ,310,1,2691974579,368,219,1270,Eli-Ad,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=4002
אליאב,אליאב,1365,ELIAV                                             ,6,61,612,50,,1,149,0.1,0.1,,2013                ,370,,1935760416,363,634,3820,Eliav,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1365
אליכין,אליכין,41,ELYAKHIN                                          ,4,41,411,99,141,1,3364,3.4,3.3,,1950                ,190,,1931870157,31,457,1180,Elyakhin,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=41
אליפז,אליפז,1248,ELIFAZ                                            ,6,62,625,53,,1,108,0.1,0.1,,1982                ,330,15,2009541196,77,608,3460,Elifaz,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1248
אליפלט,אליפלט,730,ELIFELET                                          ,2,21,213,55,,1,562,0.6,0.6,,1949                ,310,1,2515276148,333,253,1220,Elifelet,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=730
אליקים,אליקים,682,ELYAQIM                                           ,2,23,236,13,,1,824,0.8,0.8,,1949                ,310,1,2065872642,229,254,1420,Elyaqim,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=682
אלישיב,אלישיב,204,ELYASHIV                                          ,4,41,411,16,141,1,689,0.7,0.7,,1933                ,310,7,1917069855,16,409,5120,Elyashiv,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=204
אלישמע,אלישמע,841,ELISHAMA                                          ,4,42,421,20,142,1,1171,1.2,1.2,,1951                ,310,1,1934267328,27,417,5140,Elishama,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=841
אלמגור,אלמגור,1125,ALMAGOR                                           ,2,22,221,6,,1,350,0.4,0.3,,1961                ,310,1,2566875753,-18,214,1220,Almagor,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1125
אלמוג,אלמוג,3556,ALMOG                                             ,7,75,,74,,1,175,0.2,0.2,,1977                ,330,15,2437563305,-278,713,4355,Almog,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=3556
אלעד,אלעד,1309,EL'AD                                             ,4,42,422,0,142,1,42561,42.6,42.5,,1998                ,160,,1960566200,122,422,5160,El'ad,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1309
אלעזר,אלעזר,3618,EL'AZAR                                           ,7,76,,76,445,1,2389,2.4,2.4,,1975                ,190,,2134361878,919,714,4352,El'azar,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=3618
אלפי מנשה,אלפי מנשה,3750,ALFE MENASHE                                      ,7,73,,99,145,1,7583,7.6,7.4,,1983                ,180,,2014067559,184,703,4164,Alfe Menashe,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=3750
אלקוש,אלקוש,603,ELQOSH                                            ,2,24,244,52,,1,325,0.3,0.3,,1949                ,310,1,2306077091,637,255,1320,Elqosh,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=603
אלקנה,אלקנה,3560,ELQANA                                            ,7,73,,99,145,1,3871,3.9,3.9,,1977                ,190,,2035666833,228,702,4164,Elqana,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=3560
אמונים,אמונים,772,EMUNIM                                            ,6,61,611,33,143,1,919,0.9,0.9,,1950                ,310,1,1694062801,31,616,3830,Emunim,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=772
אמירים,אמירים,1064,AMIRIM                                            ,2,21,212,2,,1,727,0.7,0.7,,1950                ,310,1,2425676027,546,209,1230,Amirim,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1064
אמנון,אמנון,1253,AMNUN                                             ,2,22,221,55,,1,270,0.3,0.3,,1983                ,310,6,2537975663,7,253,1220,Amnun,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1253
אמציה,אמציה,23,AMAZYA                                            ,6,61,612,50,,1,545,0.5,0.5,,1955                ,320,9,1918460452,358,634,3820,Amazya,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=23
אניעם,אניעם,4012,ANI'AM                                            ,2,29,293,71,,1,530,0.5,0.5,,1978                ,310,1,2695476260,426,219,1270,Ani'am,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=4012
אסד (שבט),,960,ASAD,6,62,623,,,3,,,,,,460,,1880058150,,699,3481,,,http://gis/Yeshuvim_allyears/start.aspx?stl=960
אספר,אספר,3754,ASFAR                                             ,7,77,,76,,1,510,0.5,0.5,,1983                ,370,8,2178561035,937,714,4352,Asfar,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=3754
אעבלין,אעבלין,529,I'BILLIN                                          ,2,24,241,99,241,2,12276,,,12.3,,270,,2177374794,87,261,1340,I'billin,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=529
אעצם (שבט),,963,A'SAM,6,62,623,,,3,,,,,,460,,1910056100,,699,3481,,,http://gis/Yeshuvim_allyears/start.aspx?stl=963
אפיניש (שבט),,959,AFEINISH,6,62,623,,,3,,,,,,460,,1990058000,,699,3481,,,http://gis/Yeshuvim_allyears/start.aspx?stl=959
אפיק,אפיק,4301,AFIQ                                              ,2,29,294,71,,1,252,0.3,0.2,,1967                ,330,15,2660674275,339,219,1270,Afiq,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=4301
אפיקים,אפיקים,176,AFIQIM                                            ,2,22,221,6,,1,1466,1.5,1.4,,1932                ,330,15,2544973191,-199,214,1240,Afiqim,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=176
אפק,אפק,313,AFEQ                                              ,2,24,246,4,241,1,519,0.5,0.5,,1939                ,330,15,2122874937,24,201,1160,Afeq,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=313
אפרת,אפרת,3650,EFRAT                                             ,7,76,,99,445,1,7912,7.9,7.9,,1980                ,180,,2148561889,839,704,4352,Efrat,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=3650
ארבל,ארבל,701,ARBEL                                             ,2,22,222,3,,1,626,0.6,0.6,,1949                ,310,1,2456774647,47,206,1240,Arbel,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=701
ארגמן,ארגמן,3598,ARGAMAN                                           ,7,75,,75,,1,130,0.1,0.1,,1968                ,310,9,2494067548,-181,712,4164,Argaman,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=3598
ארז,ארז,714,EREZ                                              ,6,61,614,37,,1,483,0.5,0.5,,1949                ,330,15,1588860773,41,653,3840,Erez,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=714
אריאל,אריאל,3570,ARI'EL                                            ,7,73,,0,145,1,18089,18.0,14.7,,1978                ,170,,2180866797,521,701,4164,Ari'el,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=3570
ארסוף,ארסוף,1324,ARSUF                                             ,4,41,411,19,141,1,164,0.2,0.1,,1995                ,350,,1828768007,39,401,5120,Arsuf,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1324
אשבול,אשבול,71,ESHBOL                                            ,6,62,621,42,,1,413,0.4,0.4,,1955                ,310,1,1683959504,167,653,3482,Eshbol,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=71
אשבל,אשבל,1276,ESHBAL                                            ,2,24,241,56,241,1,97,0.1,0.1,,1979                ,330,10,2288975354,270,205,1360,Eshbal,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1276
אשדוד,אשדוד,70,ASHDOD                                            ,6,61,613,0,143,1,216511,216.3,196.3,,1955                ,130,,1669163377,23,603,3870,Ashdod,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=70
אשדות יעקב (איחוד),אשדות יעקב (איחוד),199,ASHDOT YA'AQOV(IHUD)                              ,2,22,221,6,,1,867,0.9,0.9,,1933                ,330,15,2547172936,-200,214,1240,Ashdot Ya'aqov(Ihud),2013,http://gis/Yeshuvim_allyears/start.aspx?stl=199
אשדות יעקב (מאוחד),אשדות יעקב (מאוחד),188,ASHDOT YA'AQOV(ME'UHAD)                           ,2,22,221,6,,1,411,0.4,0.4,,1933                ,330,15,2549172982,-200,214,1240,Ashdot Ya'aqov(Me'uhad),2013,http://gis/Yeshuvim_allyears/start.aspx?stl=188
אשחר,אשחר,1188,ESHHAR                                            ,2,24,241,56,241,1,723,0.7,0.7,,1986                ,370,13,2284175455,363,205,1360,Eshhar,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1188
אשכולות,אשכולות,3722,ESHKOLOT                                          ,7,77,,78,,1,491,0.5,0.5,,1982                ,370,11,1909758883,589,715,4352,Eshkolot,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=3722
אשל הנשיא,אשל הנשיא,2021,ESHEL HANASI                                      ,6,62,622,42,344,1,240,0.2,0.2,,1952                ,340,,1711958167,192,653,3430,Eshel HaNasi,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=2021
אשלים,אשלים,1152,ASHALIM                                           ,6,62,626,48,,1,411,0.4,0.4,,1976                ,370,19,1713254166,327,620,3450,Ashalim,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1152
אשקלון,אשקלון,7100,ASHQELON                                          ,6,61,614,0,,1,123478,123.2,109.6,,1948                ,140,,1596761975,36,604,3810,Ashqelon,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=7100
אשרת,אשרת,1256,ASHERAT                                           ,2,24,245,4,,1,398,0.4,0.4,,1983                ,370,13,2148876406,57,201,1350,Asherat,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1256
אשתאול,אשתאול,740,ESHTA'OL                                          ,1,11,112,26,444,1,1144,1.1,1.1,,1949                ,310,1,2009563206,282,151,7004,Eshta'ol,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=740
באקה אל-גרביה,באקה אל-גרביה,6000,BAQA AL-GHARBIYYE                                 ,3,32,324,0,,2,27096,,,27.1,,260,,2041670283,67,354,1450,Baqa Al-Gharbiyye                                 ,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=6000
באר אורה,באר אורה,21,BE'ER ORA                                         ,6,62,625,53,,1,394,0.4,0.4,,1950                ,370,19,1977040254,183,608,3460,Be'er Ora,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=21
באר גנים,באר גנים,1376,BE'ER GANNIM                                      ,6,61,614,36,,,,,,,,510,,1628862323,31,633,3810,Be'er Gannim,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1376
באר טוביה,באר טוביה,155,BE'ER TOVIYYA                                     ,6,61,611,33,143,1,950,1.0,0.9,,1930                ,310,1,1738362694,53,616,3830,Be'er Toviyya,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=155
באר יעקב,באר יעקב,2530,BE'ER YA'AQOV                                     ,4,43,432,99,133,1,17521,17.4,16.9,,1907                ,170,,1850165017,66,455,5220,Be'er Ya'aqov,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=2530
באר מילכה,באר מילכה,1278,BE'ER MILKA                                       ,6,62,626,48,,1,121,0.1,0.1,,2006                ,370,,1432753827,217,620,3450,Be'er Milka,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1278
באר שבע,באר שבע,9000,BE'ER SHEVA                                       ,6,62,623,0,310,1,199334,195.4,176.0,,1948                ,140,,1796657357,291,605,3440,Be'er Sheva,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=9000
בארות יצחק,בארות יצחק,450,BE'EROT YIZHAQ                                    ,4,42,422,25,142,1,388,0.4,0.4,,1948                ,330,3,1916866088,52,424,5130,Be'erot Yizhaq,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=450
בארותיים,בארותיים,697,BE'EROTAYIM                                       ,4,41,412,16,141,1,1071,1.1,1.1,,1949                ,310,1,1986369200,35,409,5120,Be'erotayim,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=697
בארי,בארי,399,BE'ERI                                            ,6,62,622,38,,1,945,0.9,0.9,,1946                ,330,15,1516259265,88,653,3430,Be'eri,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=399
בוסתן הגליל,בוסתן הגליל,559,BUSTAN HAGALIL                                    ,2,24,246,4,241,1,895,0.9,0.9,,1948                ,310,10,2080476169,7,201,1330,Bustan HaGalil,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=559
בועיינה-נוג'ידאת,בועיינה-נוג'ידאת,482,BU'EINE-NUJEIDAT                                  ,2,25,237,99,,2,8715,,,8.7,,280,,2348274592,215,251,1240,Bu'eine-Nujeidat,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=482
בוקעאתא,בוקעאתא,4001,BUQ'ATA                                           ,2,29,292,99,,2,6170,,,6.2,,280,,2730078972,1097,256,1270,Buq'ata,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=4001
בורגתה,בורגתה,698,BURGETA                                           ,4,41,411,16,141,1,1090,1.1,1.1,,1949                ,310,1,1966969241,28,409,5120,Burgeta,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=698
בחן,בחן,2043,BAHAN                                             ,4,41,412,16,141,1,836,0.8,0.8,,1953                ,330,15,2019669523,61,409,5150,Bahan,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=2043
בטחה,בטחה,762,BITHA                                             ,6,62,622,42,344,1,698,0.7,0.7,,1950                ,310,1,1650258264,120,653,3430,Bitha,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=762
"בי""ס אזורי מקיף (אשר)",,1725,,2,24,245,4,,,,,,,,520,,2132276915,,201,1350,,,http://gis/Yeshuvim_allyears/start.aspx?stl=1725
ביצרון,ביצרון,234,BIZZARON                                          ,6,61,611,33,143,1,1213,1.2,1.2,,1935                ,310,1,1744563380,55,616,3830,Bizzaron,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=234
ביר אל-מכסור,ביר אל-מכסור,998,BIR EL-MAKSUR                                     ,2,24,241,99,241,2,8295,,,8.3,,280,,2211274307,249,261,1340,Bir El-Maksur,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=998
ביר הדאג',ביר הדאג',1348,BIR HADAGE                                        ,6,62,623,68,,2,4472,,,4.5,,290,,1714554846,287,624,3450,Bir Hadage,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1348
בירייה,בירייה,368,BIRIYYA                                           ,2,21,212,2,,1,782,0.8,0.8,,1945                ,350,,2471076480,812,209,1230,Biriyya,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=368
בית אורן,בית אורן,317,BET OREN                                          ,3,32,322,15,223,1,437,0.4,0.4,,1939                ,330,15,2008573741,365,303,1140,Bet Oren,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=317
בית אל,בית אל,3574,BET EL                                            ,7,74,,99,445,1,5899,5.9,5.9,,1977                ,180,,2212164987,853,711,4354,Bet El,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=3574
